"","date","value","value.temp_max","value.temp_min","value.rain","value.wind_dir","value.wind_speed","value.humid","ds","fyear","logvalue","rain.lag1","rain.lag2"
"306",2011-06-25,0,19.7,11.4,0.6,0,0,56,176,"2011",0,2.8,0
"307",2011-06-26,0,16.9,12.4,0,180,2.8,50,177,"2011",0,0.6,2.8
"308",2011-06-27,0,19,9.4,0,150,2.1,37,178,"2011",0,0,0.6
"310",2011-06-29,1,17.2,11.2,6.2,310,4.1,78,180,"2011",0.693147180559945,0,0
"311",2011-06-30,1,15.8,7.1,0.8,170,1.7,84,181,"2011",0.693147180559945,6.2,0
"312",2011-07-01,0,17,8.2,13.6,330,1.4,51,182,"2011",0,0.8,6.2
"313",2011-07-02,0,17.6,9.9,2.4,290,2.1,58,183,"2011",0,13.6,0.8
"314",2011-07-03,0,16.6,8.1,0.2,180,1.7,64,184,"2011",0,2.4,13.6
"315",2011-07-04,0,15.7,10.5,0,140,2.9,59,185,"2011",0,0.2,2.4
"316",2011-07-05,0,17.8,10.9,0,160,2.6,55,186,"2011",0,0,0.2
"317",2011-07-06,0,17.3,12.3,0,170,3.6,49,187,"2011",0,0,0
"318",2011-07-07,0,21.2,11,0,150,2,34,188,"2011",0,0,0
"319",2011-07-08,0,22.6,11.4,0,140,1.9,36,189,"2011",0,0,0
"320",2011-07-09,0,24.6,10.4,0,140,1.9,28,190,"2011",0,0,0
"321",2011-07-10,0,28.4,9.1,0,350,1.3,23,191,"2011",0,0,0
"322",2011-07-11,3,24,10,0,310,2,32,192,"2011",1.38629436111989,0,0
"323",2011-07-12,0,23.3,12.5,0,140,1.4,46,193,"2011",0,0,0
"324",2011-07-13,0,19.4,10.4,0,130,1.6,68,194,"2011",0,0,0
"325",2011-07-14,0,25,9.7,0,130,1.3,33,195,"2011",0,0,0
"326",2011-07-15,1,26.6,9.5,0,300,1.5,24,196,"2011",0.693147180559945,0,0
"327",2011-07-16,4,29.1,9.7,0,0,0,20,197,"2011",1.6094379124341,0,0
"328",2011-07-17,1,19.5,11.1,0,310,2.7,74,198,"2011",0.693147180559945,0,0
"329",2011-07-18,0,21.5,10.1,0,140,1.4,49,199,"2011",0,0,0
"330",2011-07-19,0,20.7,7.7,0,150,2,54,200,"2011",0,0,0
"331",2011-07-20,1,21.2,13.2,0,180,2.2,39,201,"2011",0.693147180559945,0,0
"332",2011-07-21,1,20.6,9.3,0,320,2.1,71,202,"2011",0.693147180559945,0,0
"333",2011-07-22,0,16.9,13.1,0,180,3.8,64,203,"2011",0,0,0
"334",2011-07-23,0,18.6,13.1,0,160,4.9,57,204,"2011",0,0,0
"335",2011-07-24,0,16.3,11.4,0,150,4.6,60,205,"2011",0,0,0
"336",2011-07-25,0,16.4,10.1,0,130,3.8,54,206,"2011",0,0,0
"337",2011-07-26,0,22.5,9.9,0,340,1.4,25,207,"2011",0,0,0
"338",2011-07-27,3,22.2,8.4,2.8,320,2.4,34,208,"2011",1.38629436111989,0,0
"339",2011-07-28,0,16.3,8.2,11.8,340,1.2,73,209,"2011",0,2.8,0
"340",2011-07-29,0,16.3,8.1,0,310,2.2,74,210,"2011",0,11.8,2.8
"341",2011-07-30,0,20.3,7.9,0,130,1.8,55,211,"2011",0,0,11.8
"342",2011-07-31,0,17.1,8.8,0,150,3.2,66,212,"2011",0,0,0
"343",2011-08-01,3,23.5,10.6,0,140,1.9,40,213,"2011",1.38629436111989,0,0
"344",2011-08-02,2,29.1,11.1,0,320,1.9,17,214,"2011",1.09861228866811,0,0
"345",2011-08-03,0,18,11.8,0,290,3.5,68,215,"2011",0,0,0
"346",2011-08-04,0,15,10.8,9.6,320,4.6,78,216,"2011",0,0,0
"347",2011-08-05,1,15.7,8,1,150,2,48,217,"2011",0.693147180559945,9.6,0
"348",2011-08-06,0,19,5.4,0,130,1.5,32,218,"2011",0,1,9.6
"349",2011-08-07,2,24.2,6.6,0,0,0,20,219,"2011",1.09861228866811,0,1
"351",2011-08-09,5,22.7,11.6,0,180,2.5,35,221,"2011",1.79175946922805,0,0
"352",2011-08-10,5,25,8.5,0,330,1.5,45,222,"2011",1.79175946922805,0,0
"353",2011-08-11,0,17.5,9.5,5.6,320,2.1,68,223,"2011",0,0,0
"354",2011-08-12,0,15.9,10.3,10.6,320,4.1,90,224,"2011",0,5.6,0
"355",2011-08-13,0,16.7,7.4,0.8,190,1.5,46,225,"2011",0,10.6,5.6
"356",2011-08-14,0,17.1,9,0,150,3.5,41,226,"2011",0,0.8,10.6
"357",2011-08-15,0,22.1,8,0,120,1.6,28,227,"2011",0,0,0.8
"358",2011-08-16,3,28.8,7.4,0,350,1.1,16,228,"2011",1.38629436111989,0,0
"359",2011-08-17,3,28.1,10.6,0,300,2.4,33,229,"2011",1.38629436111989,0,0
"360",2011-08-18,1,15.8,10.7,3.8,300,3,77,230,"2011",0.693147180559945,0,0
"361",2011-08-19,0,18.8,8.6,4,310,3,72,231,"2011",0,3.8,0
"362",2011-08-20,0,20.6,6.1,3,310,1.8,45,232,"2011",0,4,3.8
"363",2011-08-21,0,13.5,10.4,9.4,330,2.2,91,233,"2011",0,3,4
"364",2011-08-22,0,17.8,9.3,0,310,1.7,53,234,"2011",0,9.4,3
"365",2011-08-23,0,16.4,10.4,1.2,170,1.9,85,235,"2011",0,0,9.4
"366",2011-08-24,0,18.3,8.9,0,310,2.7,55,236,"2011",0,1.2,0
"367",2011-08-25,0,20.6,7,2.6,300,2.8,39,237,"2011",0,0,1.2
"368",2011-08-26,0,18.6,10,0.4,130,2,48,238,"2011",0,2.6,0
"369",2011-08-27,0,17,9.3,0,160,3.2,41,239,"2011",0,0.4,2.6
"370",2011-08-28,0,20.9,11.8,0,190,3.8,36,240,"2011",0,0,0.4
"371",2011-08-29,1,25.2,10.8,0,320,2.3,27,241,"2011",0.693147180559945,0,0
"372",2011-08-30,0,15.8,11.5,12.2,320,3.8,74,242,"2011",0,0,0
"373",2011-08-31,0,18.5,10.8,0.2,310,2.7,58,243,"2011",0,12.2,0
"374",2011-09-01,0,15.3,8.6,9.6,310,5.9,72,244,"2011",0,0.2,12.2
"375",2011-09-02,0,16.6,11,1.2,270,2.8,58,245,"2011",0,9.6,0.2
"376",2011-09-03,0,17.3,10.1,1,320,2.5,54,246,"2011",0,1.2,9.6
"377",2011-09-04,1,20.1,10.9,0,310,1.4,71,247,"2011",0.693147180559945,1,1.2
"378",2011-09-05,9,23,12,0,130,1.8,42,248,"2011",2.30258509299405,0,1
"379",2011-09-06,0,19.7,12.7,0,150,3.4,63,249,"2011",0,0,0
"380",2011-09-07,0,31.5,11.8,0,150,1.4,33,250,"2011",0,0,0
"381",2011-09-08,0,16.2,12.8,1.6,330,3.4,85,251,"2011",0,0,0
"382",2011-09-09,3,18.4,13.2,1.4,310,3.6,64,252,"2011",1.38629436111989,1.6,0
"383",2011-09-10,0,18.3,12.7,0,150,2,49,253,"2011",0,1.4,1.6
"384",2011-09-11,0,20.3,11.1,0,320,1.4,49,254,"2011",0,0,1.4
"385",2011-09-12,0,16.9,9.5,1,310,3,59,255,"2011",0,0,0
"386",2011-09-13,2,16.2,12.2,0.6,310,3.8,76,256,"2011",1.09861228866811,1,0
"387",2011-09-14,10,20.2,10.6,4.2,290,2,44,257,"2011",2.39789527279837,0.6,1
"388",2011-09-15,3,22.1,11.8,5.4,30,1.5,48,258,"2011",1.38629436111989,4.2,0.6
"389",2011-09-16,8,24,11.1,0,130,1.6,30,259,"2011",2.19722457733622,5.4,4.2
"390",2011-09-17,9,24.6,8.9,0,130,1.8,46,260,"2011",2.30258509299405,0,5.4
"391",2011-09-18,0,15.9,10.7,9.4,340,4.6,86,261,"2011",0,0,0
"392",2011-09-19,9,18.7,8,0,270,2.2,35,262,"2011",2.30258509299405,9.4,0
"393",2011-09-20,0,17.6,10.2,0.8,330,1.4,61,263,"2011",0,0,9.4
"394",2011-09-21,3,18.8,12.2,0,160,3.1,55,264,"2011",1.38629436111989,0.8,0
"395",2011-09-22,14,19.9,11.4,0,150,2.5,48,265,"2011",2.70805020110221,0,0.8
"396",2011-09-23,20,19.7,10.9,0,170,3.5,48,266,"2011",3.04452243772342,0,0
"397",2011-09-24,13,27.1,14,0,140,1.9,25,267,"2011",2.63905732961526,0,0
"398",2011-09-25,11,30.3,13.3,0,130,1.9,39,268,"2011",2.484906649788,0,0
"399",2011-09-26,10,22.7,12.3,0,120,2.2,50,269,"2011",2.39789527279837,0,0
"400",2011-09-27,18,20.4,12.8,0,170,3.1,52,270,"2011",2.94443897916644,0,0
"401",2011-09-28,15,27.4,12.3,0,50,1.4,31,271,"2011",2.77258872223978,0,0
"402",2011-09-29,25,19.8,13.3,0,280,2.6,42,272,"2011",3.25809653802148,0,0
"403",2011-09-30,32,19.6,11.8,0,170,3.1,42,273,"2011",3.49650756146648,0,0
"404",2011-10-01,41,17,13.1,0,170,4.1,65,274,"2011",3.73766961828337,0,0
"405",2011-10-02,34,19.6,12.8,0,150,3.6,50,275,"2011",3.55534806148941,0,0
"406",2011-10-03,6,20.3,10,1,310,2.9,60,276,"2011",1.94591014905531,0,0
"407",2011-10-04,6,20,11.6,0,150,3.2,42,277,"2011",1.94591014905531,1,0
"408",2011-10-05,17,21.4,12.4,0,180,3.4,45,278,"2011",2.89037175789616,0,1
"409",2011-10-06,35,32.6,10.8,0,320,1.5,9,279,"2011",3.58351893845611,0,0
"410",2011-10-07,17,22.7,15.1,0,180,5.1,47,280,"2011",2.89037175789616,0,0
"411",2011-10-08,12,26.9,12.7,0,140,2.1,42,281,"2011",2.56494935746154,0,0
"412",2011-10-09,27,33.2,12.4,0,330,1.9,17,282,"2011",3.3322045101752,0,0
"413",2011-10-10,17,21.1,13.1,0,290,3.8,56,283,"2011",2.89037175789616,0,0
"414",2011-10-11,25,21.3,13.2,0,170,4.3,67,284,"2011",3.25809653802148,0,0
"415",2011-10-12,25,29.1,14.6,0,160,1.5,34,285,"2011",3.25809653802148,0,0
"416",2011-10-13,31,20.2,14.3,0,310,2.6,72,286,"2011",3.46573590279973,0,0
"417",2011-10-14,14,19.5,13.6,3.4,310,4.2,64,287,"2011",2.70805020110221,0,0
"418",2011-10-15,17,21.8,13.6,0,290,2.7,54,288,"2011",2.89037175789616,3.4,0
"419",2011-10-16,29,22,15.3,0,190,4.6,53,289,"2011",3.40119738166216,0,3.4
"420",2011-10-17,47,27.9,16.2,0,150,2.3,32,290,"2011",3.87120101090789,0,0
"421",2011-10-18,12,20.6,14,5.8,310,3.5,78,291,"2011",2.56494935746154,0,0
"422",2011-10-19,7,21.6,13.3,1,210,2.9,53,292,"2011",2.07944154167984,5.8,0
"423",2011-10-20,38,21.5,11.2,0,310,2.6,55,293,"2011",3.66356164612965,1,5.8
"424",2011-10-21,18,24.9,13.1,0,300,1.7,36,294,"2011",2.94443897916644,0,1
"425",2011-10-22,43,19.2,12.6,0,290,4.2,73,295,"2011",3.78418963391826,0,0
"426",2011-10-23,23,21.9,15,0,290,3.1,49,296,"2011",3.17805383034795,0,0
"427",2011-10-24,13,20.5,15,0,290,2.7,58,297,"2011",2.63905732961526,0,0
"428",2011-10-25,12,20.8,11.6,0,270,3.2,49,298,"2011",2.56494935746154,0,0
"429",2011-10-26,15,20.3,13.3,0,270,2.8,55,299,"2011",2.77258872223978,0,0
"430",2011-10-27,21,19.9,13.6,0,290,3.2,45,300,"2011",3.09104245335832,0,0
"431",2011-10-28,20,19.5,11.3,0.6,280,3.4,45,301,"2011",3.04452243772342,0,0
"432",2011-10-29,15,19.8,11.3,4.8,280,2.4,50,302,"2011",2.77258872223978,0.6,0
"433",2011-10-30,9,18.9,10.8,3.6,290,1.8,52,303,"2011",2.30258509299405,4.8,0.6
"435",2011-11-01,9,22.4,13.6,0.2,160,3,49,305,"2011",2.30258509299405,3.6,4.8
"436",2011-11-02,16,23.3,15.1,0,160,3.6,48,306,"2011",2.83321334405622,0.2,3.6
"437",2011-11-03,22,23.1,14.5,0.8,130,2.7,47,307,"2011",3.13549421592915,0,0.2
"438",2011-11-04,9,19.7,13.4,0.2,280,3.1,52,308,"2011",2.30258509299405,0.8,0
"439",2011-11-05,8,20.5,13.6,0,280,3.2,45,309,"2011",2.19722457733622,0.2,0.8
"440",2011-11-06,26,24.8,13,0,290,2.3,23,310,"2011",3.29583686600433,0,0.2
"441",2011-11-07,42,29,12.6,0,300,3,13,311,"2011",3.76120011569356,0,0
"442",2011-11-08,6,20.2,15,1.8,310,4.9,75,312,"2011",1.94591014905531,0,0
"443",2011-11-09,6,19.6,12.3,1,280,3.2,59,313,"2011",1.94591014905531,1.8,0
"444",2011-11-10,20,19.8,9.3,0,170,2.5,40,314,"2011",3.04452243772342,1,1.8
"445",2011-11-11,9,21.2,13,0,170,3.3,40,315,"2011",2.30258509299405,0,1
"446",2011-11-12,2,20.2,11.8,16,280,2.8,52,316,"2011",1.09861228866811,0,0
"447",2011-11-13,5,19.3,10.3,2,170,1.5,46,317,"2011",1.79175946922805,16,0
"448",2011-11-14,33,23.4,9.4,0,150,2.1,42,318,"2011",3.52636052461616,2,16
"449",2011-11-15,10,24.2,15.2,0,140,2.6,40,319,"2011",2.39789527279837,0,2
"450",2011-11-16,12,23.4,16.6,0,160,3.7,43,320,"2011",2.56494935746154,0,0
"451",2011-11-17,23,23.8,16.6,0,170,4.1,55,321,"2011",3.17805383034795,0,0
"452",2011-11-18,22,24.8,17.3,0,190,5.3,58,322,"2011",3.13549421592915,0,0
"453",2011-11-19,36,38.2,17.2,0.8,350,1.3,14,323,"2011",3.61091791264422,0,0
"454",2011-11-20,2,20.9,13,2.8,300,2.5,92,324,"2011",1.09861228866811,0.8,0
"456",2011-11-22,9,22.2,14.2,0,170,3.2,38,326,"2011",2.30258509299405,2.8,0.8
"457",2011-11-23,9,20.6,13.4,6.2,180,3.8,51,327,"2011",2.30258509299405,0,2.8
"458",2011-11-24,13,21.7,13.4,0,160,3.8,46,328,"2011",2.63905732961526,6.2,0
"459",2011-11-25,13,24.4,15.1,0,150,2.8,43,329,"2011",2.63905732961526,0,6.2
"460",2011-11-26,26,22.6,15.7,0,170,5.5,63,330,"2011",3.29583686600433,0,0
"461",2011-11-27,15,22.8,15.6,0,180,4.7,50,331,"2011",2.77258872223978,0,0
"462",2011-11-28,11,28.9,16.5,0,160,2.5,30,332,"2011",2.484906649788,0,0
"463",2011-11-29,4,25.1,17,0,150,3.5,54,333,"2011",1.6094379124341,0,0
"464",2011-11-30,3,25.2,18.7,1.2,160,2.9,56,334,"2011",1.38629436111989,0,0
"465",2011-12-01,7,25.2,16.6,0,170,5,63,335,"2011",2.07944154167984,1.2,0
"466",2011-12-02,16,23.2,17,0,170,4.6,61,336,"2011",2.83321334405622,0,1.2
"467",2011-12-03,3,22.7,16.2,0,170,5.3,54,337,"2011",1.38629436111989,0,0
"468",2011-12-04,11,33.6,18.3,0,150,2.4,25,338,"2011",2.484906649788,0,0
"469",2011-12-05,4,24.1,14.5,0,300,4.1,67,339,"2011",1.6094379124341,0,0
"470",2011-12-06,1,24.9,14.6,0,290,3.2,47,340,"2011",0.693147180559945,0,0
"471",2011-12-07,7,19.9,14.2,1,300,2.7,67,341,"2011",2.07944154167984,0,0
"472",2011-12-08,15,20.7,12.9,0,160,3.8,32,342,"2011",2.77258872223978,1,0
"473",2011-12-09,8,26.2,14.3,0,180,3.5,32,343,"2011",2.19722457733622,0,1
"474",2011-12-10,5,22.8,15.7,1.8,200,3.5,42,344,"2011",1.79175946922805,0,0
"475",2011-12-11,1,25.8,14.8,0.6,200,2.4,45,345,"2011",0.693147180559945,1.8,0
"476",2011-12-12,4,27.5,16.9,0,150,2.1,41,346,"2011",1.6094379124341,0.6,1.8
"478",2011-12-14,0,17.7,10.7,7.8,300,3.3,60,348,"2011",0,0,0.6
"479",2011-12-15,2,21.3,12.9,0,300,3.4,51,349,"2011",1.09861228866811,7.8,0
"480",2011-12-16,4,27.1,12,0,290,2.4,32,350,"2011",1.6094379124341,0,7.8
"481",2011-12-17,2,31.4,14.9,0,320,1.3,30,351,"2011",1.09861228866811,0,0
"482",2011-12-18,10,28.7,18,0.6,130,2.2,38,352,"2011",2.39789527279837,0,0
"483",2011-12-19,2,25.1,16.9,0,170,2.9,36,353,"2011",1.09861228866811,0.6,0
"484",2011-12-20,1,26.5,17.1,0,160,2.6,48,354,"2011",0.693147180559945,0,0.6
"485",2011-12-21,2,25,16.8,0,290,2.9,37,355,"2011",1.09861228866811,0,0
"486",2011-12-22,1,21.2,15.4,4.8,10,1.1,83,356,"2011",0.693147180559945,0,0
"487",2011-12-23,2,23.1,16,0,170,4.2,45,357,"2011",1.09861228866811,4.8,0
"488",2011-12-24,4,27.2,17.5,0,170,3.1,51,358,"2011",1.6094379124341,0,4.8
"489",2011-12-25,3,30.3,19,0,180,2.5,41,359,"2011",1.38629436111989,0,0
"490",2011-12-26,3,31.4,17.5,0,20,1.7,50,360,"2011",1.38629436111989,0,0
"491",2011-12-27,1,27.5,20,0,160,3.1,51,361,"2011",0.693147180559945,0,0
"492",2011-12-28,13,25.9,19.1,0,170,4.5,53,362,"2011",2.63905732961526,0,0
"493",2011-12-29,3,26,19,0,170,4.3,53,363,"2011",1.38629436111989,0,0
"494",2011-12-30,3,25.2,18.8,0,170,4.4,49,364,"2011",1.38629436111989,0,0
"495",2011-12-31,27,25.4,18.2,0,170,3.5,41,365,"2011",3.3322045101752,0,0
"496",2012-01-01,32,23.1,14.5,3.6,310,3.6,52,1,"2012",3.49650756146648,0,0
"497",2012-01-02,17,22.5,16.4,0.2,310,4.1,73,2,"2012",2.89037175789616,3.6,0
"498",2012-01-03,2,27.1,17,0,300,3.1,45,3,"2012",1.09861228866811,0.2,3.6
"499",2012-01-04,1,26.5,14.3,0,290,2.8,38,4,"2012",0.693147180559945,0,0.2
"500",2012-01-05,3,27.9,18.9,0,160,2.9,41,5,"2012",1.38629436111989,0,0
"501",2012-01-06,4,31.1,20.3,0,170,2.5,31,6,"2012",1.6094379124341,0,0
"502",2012-01-07,2,26.5,20.2,0,180,5.1,61,7,"2012",1.09861228866811,0,0
"503",2012-01-08,1,27.9,20.2,0,170,4.1,60,8,"2012",0.693147180559945,0,0
"504",2012-01-09,0,25.5,19.7,0,180,4.5,66,9,"2012",0,0,0
"505",2012-01-10,4,27.3,19.3,0,170,4.7,57,10,"2012",1.6094379124341,0,0
"506",2012-01-11,3,34.3,15.1,0,10,1.3,31,11,"2012",1.38629436111989,0,0
"507",2012-01-12,0,24.5,15.9,0,300,4.2,53,12,"2012",0,0,0
"508",2012-01-13,0,26.2,16.6,1.8,300,3.1,87,13,"2012",0,0,0
"509",2012-01-14,1,26.3,14.8,0,160,3,41,14,"2012",0.693147180559945,1.8,0
"510",2012-01-15,1,28.9,19.9,0,180,5.5,52,15,"2012",0.693147180559945,0,1.8
"511",2012-01-16,2,33.8,22.2,0,140,2.8,42,16,"2012",1.09861228866811,0,0
"512",2012-01-17,2,30.1,22,0,170,4.2,57,17,"2012",1.09861228866811,0,0
"513",2012-01-18,0,36.3,21.9,0,300,2,27,18,"2012",0,0,0
"514",2012-01-19,1,31.2,19.6,0,110,1.9,53,19,"2012",0.693147180559945,0,0
"515",2012-01-20,0,30,19.1,0,190,2.9,58,20,"2012",0,0,0
"516",2012-01-21,1,32.4,21.5,0,160,2.4,46,21,"2012",0.693147180559945,0,0
"517",2012-01-22,1,27.1,19,0.4,280,3,54,22,"2012",0.693147180559945,0,0
"518",2012-01-23,2,25.8,17,2.2,160,2.6,60,23,"2012",1.09861228866811,0.4,0
"519",2012-01-24,0,26.8,18.6,0,180,4.6,48,24,"2012",0,2.2,0.4
"520",2012-01-25,1,27.4,18.4,0,190,4.1,47,25,"2012",0.693147180559945,0,2.2
"521",2012-01-26,1,26.8,18.6,0,170,4.5,48,26,"2012",0.693147180559945,0,0
"522",2012-01-27,1,29.4,19.2,0,170,3.5,47,27,"2012",0.693147180559945,0,0
"523",2012-01-28,0,30,19.3,0,170,4.3,47,28,"2012",0,0,0
"524",2012-01-29,1,34.6,14.9,0,310,2.9,28,29,"2012",0.693147180559945,0,0
"525",2012-01-30,0,29.8,14.4,0,290,2.2,36,30,"2012",0,0,0
"526",2012-01-31,3,31.2,19.4,0,170,2.5,43,31,"2012",1.38629436111989,0,0
"527",2012-02-01,4,27.1,18.8,0,140,2.9,35,32,"2012",1.6094379124341,0,0
"528",2012-02-02,6,23.5,18.5,0,180,5.6,66,33,"2012",1.94591014905531,0,0
"529",2012-02-03,2,27.6,20.1,0,190,4.8,49,34,"2012",1.09861228866811,0,0
"530",2012-02-04,1,32.6,20.5,0,170,3,32,35,"2012",0.693147180559945,0,0
"531",2012-02-05,2,37.2,19.2,0,140,2,19,36,"2012",1.09861228866811,0,0
"532",2012-02-06,0,36.2,17.7,0,300,1.8,31,37,"2012",0,0,0
"533",2012-02-07,0,29.9,17,0,140,1.8,51,38,"2012",0,0,0
"534",2012-02-08,0,27,18.7,0,160,3.4,42,39,"2012",0,0,0
"535",2012-02-09,0,25.8,18.8,0,170,3.9,44,40,"2012",0,0,0
"536",2012-02-10,0,21.5,16.1,1.4,190,3.3,37,41,"2012",0,0,0
"537",2012-02-11,0,23.7,14.2,0.4,300,3,54,42,"2012",0,1.4,0
"538",2012-02-12,0,23.4,14.4,0,320,3.4,54,43,"2012",0,0.4,1.4
"539",2012-02-13,0,25.4,16.2,0,150,2.8,41,44,"2012",0,0,0.4
"540",2012-02-14,0,26.4,17.9,0,150,2.4,41,45,"2012",0,0,0
"541",2012-02-15,1,25.8,17.1,0,170,2.7,39,46,"2012",0.693147180559945,0,0
"542",2012-02-16,2,26.1,17.6,0,160,2.8,41,47,"2012",1.09861228866811,0,0
"543",2012-02-17,1,26.3,18.4,0,170,4.2,51,48,"2012",0.693147180559945,0,0
"544",2012-02-18,2,28.5,20,0,180,4,52,49,"2012",1.09861228866811,0,0
"545",2012-02-19,4,35.9,16.3,0,310,2.4,16,50,"2012",1.6094379124341,0,0
"546",2012-02-20,2,26.1,15.8,0,200,1.9,64,51,"2012",1.09861228866811,0,0
"547",2012-02-21,0,26,14.7,0,300,3.1,56,52,"2012",0,0,0
"548",2012-02-22,2,20.4,16.3,0.2,320,4,85,53,"2012",1.09861228866811,0,0
"549",2012-02-23,0,26.6,16.5,0,140,2.2,38,54,"2012",0,0.2,0
"550",2012-02-24,0,26.6,17.4,0,150,3.2,48,55,"2012",0,0,0.2
"551",2012-02-25,1,27.5,18.3,0,160,3.2,41,56,"2012",0.693147180559945,0,0
"552",2012-02-26,1,29.1,18.9,0,140,2,44,57,"2012",0.693147180559945,0,0
"553",2012-02-27,2,33.5,17.6,0,0,0,26,58,"2012",1.09861228866811,0,0
"554",2012-02-28,1,25.5,16,0,310,3,62,59,"2012",0.693147180559945,0,0
"555",2012-02-29,3,24.8,18.1,0,170,3.9,40,60,"2012",1.38629436111989,0,0
"556",2012-03-01,1,29.3,14.3,0,330,1.6,37,61,"2012",0.693147180559945,0,0
"557",2012-03-02,0,30.5,17.4,0,150,2.1,40,62,"2012",0,0,0
"558",2012-03-03,1,25.7,17.8,3,290,3.6,58,63,"2012",0.693147180559945,0,0
"559",2012-03-04,1,24.8,17.2,0.2,210,3,41,64,"2012",0.693147180559945,3,0
"560",2012-03-05,0,23.7,16.7,0,170,4,38,65,"2012",0,0.2,3
"561",2012-03-06,1,30.3,18.1,0,170,2,29,66,"2012",0.693147180559945,0,0.2
"562",2012-03-07,2,26,19.3,0,150,3.6,53,67,"2012",1.09861228866811,0,0
"563",2012-03-08,0,26.5,19.4,0,160,4.2,55,68,"2012",0,0,0
"564",2012-03-09,3,26.8,20.7,0,170,3,50,69,"2012",1.38629436111989,0,0
"565",2012-03-10,0,26.7,19.8,0,160,4.8,62,70,"2012",0,0,0
"566",2012-03-11,1,34.8,22.1,0,160,2.3,26,71,"2012",0.693147180559945,0,0
"567",2012-03-12,1,28.7,19.6,0,140,2.7,59,72,"2012",0.693147180559945,0,0
"568",2012-03-13,3,26.5,21.4,0,170,5,68,73,"2012",1.38629436111989,0,0
"569",2012-03-14,2,33.6,18.1,0,0,0,40,74,"2012",1.09861228866811,0,0
"570",2012-03-15,1,29.3,19.8,0,140,2.3,50,75,"2012",0.693147180559945,0,0
"571",2012-03-16,0,23.8,15.7,2.8,160,2.9,86,76,"2012",0,0,0
"572",2012-03-17,1,24.8,14.3,0,160,2,29,77,"2012",0.693147180559945,2.8,0
"573",2012-03-18,0,22.9,12.5,0,310,3.3,42,78,"2012",0,0,2.8
"574",2012-03-19,0,28.4,16.1,0,250,1.5,52,79,"2012",0,0,0
"575",2012-03-20,2,31.9,19.1,0,320,1.1,36,80,"2012",1.09861228866811,0,0
"576",2012-03-21,1,28.2,16,0,140,2.1,43,81,"2012",0.693147180559945,0,0
"577",2012-03-22,0,24.9,18.7,0,170,3.6,54,82,"2012",0,0,0
"578",2012-03-23,0,25.1,19,0,180,4.6,62,83,"2012",0,0,0
"579",2012-03-24,0,30.4,20.6,0,160,3.1,38,84,"2012",0,0,0
"580",2012-03-25,2,27.4,19.3,0,180,4.5,59,85,"2012",1.09861228866811,0,0
"581",2012-03-26,1,29.4,16.7,0,160,1.7,48,86,"2012",0.693147180559945,0,0
"582",2012-03-27,1,25.4,17.4,0,170,4,64,87,"2012",0.693147180559945,0,0
"583",2012-03-28,1,27.6,16.1,0,330,2.2,52,88,"2012",0.693147180559945,0,0
"584",2012-03-29,2,23.3,14.7,10.2,300,3.6,69,89,"2012",1.09861228866811,0,0
"585",2012-03-30,0,20.4,14.7,4.6,180,2.2,82,90,"2012",0,10.2,0
"586",2012-03-31,0,21.6,14.2,0,170,3,37,91,"2012",0,4.6,10.2
"587",2012-04-01,0,24.4,15.6,0,150,2.8,47,92,"2012",0,0,4.6
"588",2012-04-02,2,26.5,14.2,0,160,1.8,42,93,"2012",1.09861228866811,0,0
"589",2012-04-03,2,25.1,14.4,0,140,2.7,59,94,"2012",1.09861228866811,0,0
"590",2012-04-04,0,23.1,17.7,0,170,4.8,56,95,"2012",0,0,0
"591",2012-04-05,3,31.1,18.8,0,160,2.2,30,96,"2012",1.38629436111989,0,0
"592",2012-04-06,1,22.4,14.7,0.8,310,3.4,66,97,"2012",0.693147180559945,0,0
"593",2012-04-07,0,16.8,12.5,27.8,340,3,85,98,"2012",0,0.8,0
"594",2012-04-08,0,17.9,11,11.6,270,2.1,77,99,"2012",0,27.8,0.8
"595",2012-04-09,0,22.2,10.6,0,200,1.1,41,100,"2012",0,11.6,27.8
"596",2012-04-10,0,23,13.4,0,150,2.6,49,101,"2012",0,0,11.6
"597",2012-04-11,3,25.8,16.2,0,170,3,41,102,"2012",1.38629436111989,0,0
"598",2012-04-12,3,32.6,14.9,0,150,1.8,27,103,"2012",1.38629436111989,0,0
"599",2012-04-13,7,38.4,16,0,300,2.7,16,104,"2012",2.07944154167984,0,0
"600",2012-04-14,4,24.5,14.3,0,300,2.6,81,105,"2012",1.6094379124341,0,0
"601",2012-04-15,8,19.8,12.2,0.8,310,2.3,76,106,"2012",2.19722457733622,0,0
"602",2012-04-16,5,22.4,11,0,180,2.7,40,107,"2012",1.79175946922805,0.8,0
"603",2012-04-17,0,21.6,15.6,0,170,4.5,55,108,"2012",0,0,0.8
"604",2012-04-18,1,23.5,16.2,0,180,4.3,49,109,"2012",0.693147180559945,0,0
"605",2012-04-19,2,25.4,15.8,0,160,2.7,47,110,"2012",1.09861228866811,0,0
"606",2012-04-20,7,24.4,16.5,0,170,3.4,54,111,"2012",2.07944154167984,0,0
"607",2012-04-21,3,23.4,12.4,0,340,1.3,65,112,"2012",1.38629436111989,0,0
"608",2012-04-22,2,20.5,14.4,0,150,3.3,41,113,"2012",1.09861228866811,0,0
